age,gender,grade,height,weight,physically_active_7d,strength_training_7d,school_night_hours_sleep
15.0,female,10,1.6,56.7,7.0,3.0,7
15.0,male,10,1.65,66.68,5.0,4.0,7
16.0,male,11,1.75,72.58,3.0,3.0,5
16.0,male,11,1.7,68.04,7.0,7.0,6
18.0,male,12,1.7,63.5,0.0,0.0,<5
15.0,female,9,,,0.0,1.0,7
15.0,female,9,1.52,47.17,2.0,0.0,6
14.0,female,9,1.5,56.7,0.0,0.0,8
14.0,female,9,1.65,49.44,7.0,2.0,8
14.0,female,9,1.68,54.43,1.0,0.0,7
14.0,female,9,1.57,43.55,5.0,2.0,8
15.0,female,9,1.55,44.0,7.0,7.0,<5
15.0,female,9,1.57,53.52,5.0,5.0,7
14.0,female,9,,,3.0,0.0,7
14.0,female,9,,,4.0,4.0,8
15.0,female,9,1.68,49.9,2.0,0.0,
15.0,male,9,1.78,61.24,2.0,1.0,6
15.0,male,9,1.68,61.69,5.0,3.0,7
15.0,male,9,1.8,54.89,7.0,2.0,7
15.0,male,9,1.73,77.11,7.0,7.0,7
15.0,male,9,,,6.0,0.0,8
16.0,female,9,1.57,70.76,1.0,0.0,7
17.0,female,12,1.7,53.07,5.0,3.0,5
17.0,female,12,1.52,48.08,1.0,3.0,
18.0,female,12,,,7.0,0.0,8
17.0,female,12,1.68,49.9,7.0,3.0,8
17.0,female,12,1.68,72.58,5.0,5.0,7
17.0,female,12,1.68,55.79,2.0,2.0,7
17.0,female,12,1.55,56.7,7.0,7.0,7
17.0,female,12,1.68,77.11,7.0,7.0,8
17.0,female,12,1.57,47.63,2.0,0.0,5
17.0,female,12,1.83,68.04,1.0,0.0,7
17.0,female,12,1.7,58.97,7.0,3.0,7
17.0,female,12,1.57,54.43,3.0,0.0,8
17.0,female,12,1.63,49.9,0.0,0.0,8
18.0,female,12,1.65,54.43,7.0,7.0,5
17.0,female,12,1.75,68.04,5.0,0.0,7
17.0,female,12,1.6,47.63,7.0,2.0,7
17.0,female,12,1.75,102.51,4.0,3.0,5
18.0,female,12,1.52,87.09,1.0,0.0,9
18.0,female,12,1.6,56.25,1.0,0.0,8
17.0,male,12,1.7,62.6,7.0,1.0,7
17.0,male,12,1.8,61.24,7.0,7.0,7
18.0,male,12,1.7,65.77,3.0,2.0,6
18.0,male,12,1.8,71.67,1.0,4.0,5
17.0,male,12,1.85,86.18,7.0,7.0,6
17.0,male,12,1.8,88.45,7.0,4.0,7
18.0,male,12,2.03,68.04,7.0,7.0,8
17.0,male,12,1.83,95.26,6.0,3.0,8
17.0,male,12,1.85,86.18,2.0,0.0,6
17.0,male,12,1.78,97.52,4.0,3.0,7
17.0,male,12,1.75,74.84,6.0,5.0,8
17.0,male,12,,,7.0,6.0,8
17.0,male,12,1.78,78.02,7.0,7.0,8
18.0,male,12,1.73,63.96,7.0,5.0,8
18.0,male,12,,,4.0,4.0,7
17.0,male,12,1.68,74.39,0.0,2.0,5
18.0,male,12,1.68,61.24,4.0,5.0,7
17.0,male,12,1.75,70.31,7.0,0.0,7
17.0,male,12,1.68,73.94,5.0,3.0,8
17.0,female,11,1.5,43.55,5.0,6.0,6
17.0,female,11,1.57,52.16,1.0,0.0,7
16.0,female,11,1.57,53.07,0.0,0.0,6
16.0,female,11,1.7,58.06,0.0,0.0,8
17.0,female,11,1.6,53.07,7.0,7.0,5
16.0,female,11,1.75,90.72,3.0,0.0,6
17.0,female,11,1.6,48.99,0.0,0.0,8
16.0,female,11,1.65,61.24,3.0,3.0,7
16.0,female,11,1.7,61.24,4.0,4.0,5
16.0,female,11,1.68,54.43,7.0,7.0,7
16.0,male,11,1.7,48.54,3.0,1.0,6
16.0,male,11,1.83,61.24,7.0,4.0,9
17.0,female,11,1.68,61.24,7.0,5.0,6
16.0,female,11,1.6,63.5,3.0,6.0,<5
16.0,female,11,1.63,57.15,6.0,5.0,6
16.0,male,11,1.85,81.65,7.0,7.0,7
17.0,male,11,1.85,88.45,7.0,3.0,7
16.0,male,11,1.83,79.38,0.0,0.0,6
16.0,male,11,1.7,51.26,3.0,3.0,5
17.0,male,11,1.68,58.97,4.0,3.0,6
16.0,male,11,1.73,54.43,3.0,3.0,6
17.0,male,11,1.8,78.02,5.0,4.0,7
17.0,male,11,1.75,78.02,7.0,7.0,8
17.0,male,11,1.73,59.88,2.0,2.0,6
17.0,male,11,1.75,69.4,7.0,6.0,7
17.0,male,11,,,6.0,7.0,6
16.0,female,10,1.52,50.35,7.0,7.0,8
15.0,female,10,1.57,63.05,3.0,3.0,
15.0,female,10,,,7.0,7.0,8
15.0,female,10,1.63,56.7,7.0,2.0,8
15.0,female,10,,,7.0,7.0,6
16.0,female,11,1.57,44.45,4.0,4.0,6
15.0,female,10,,,3.0,0.0,7
17.0,female,11,1.5,46.27,2.0,0.0,7
15.0,female,10,1.68,74.84,4.0,0.0,8
15.0,female,10,1.73,61.24,7.0,7.0,7
14.0,female,10,1.57,72.58,7.0,5.0,8
17.0,male,12,,,7.0,7.0,7
16.0,male,10,1.7,58.97,5.0,4.0,7
16.0,female,10,1.55,52.16,7.0,5.0,6
15.0,female,10,1.57,52.62,4.0,4.0,8
15.0,female,10,,,7.0,0.0,5
16.0,male,10,1.8,67.59,5.0,5.0,8
16.0,male,10,1.63,53.52,4.0,3.0,8
15.0,male,10,1.7,87.09,7.0,7.0,8
15.0,male,10,1.65,50.8,7.0,6.0,8
16.0,male,10,1.73,56.7,1.0,2.0,<5
15.0,male,10,1.47,43.09,1.0,0.0,8
15.0,male,10,1.9,104.33,0.0,0.0,<5
16.0,male,10,1.7,81.65,4.0,7.0,7
16.0,male,10,1.85,103.42,7.0,5.0,8
16.0,male,10,1.7,65.77,7.0,6.0,8
16.0,male,10,1.83,82.56,7.0,7.0,7
16.0,male,10,,,1.0,1.0,9
15.0,male,10,1.68,50.8,7.0,0.0,5
15.0,male,10,1.78,68.04,3.0,6.0,
15.0,male,10,1.63,58.97,3.0,0.0,7
15.0,male,10,1.73,71.67,6.0,7.0,5
14.0,male,10,1.7,68.04,4.0,2.0,7
15.0,male,10,1.8,68.49,7.0,7.0,10+
16.0,male,10,1.68,70.31,6.0,7.0,8
15.0,male,10,1.78,61.69,7.0,4.0,
16.0,male,10,1.9,72.58,7.0,7.0,9
14.0,male,9,1.73,83.92,6.0,5.0,6
14.0,male,9,1.73,50.8,5.0,3.0,8
14.0,male,9,1.73,81.19,6.0,7.0,9
15.0,male,9,1.85,73.48,7.0,7.0,9
15.0,male,9,1.68,52.16,0.0,1.0,8
15.0,male,9,1.6,56.25,3.0,3.0,7
15.0,male,9,1.52,54.89,6.0,4.0,7
14.0,male,9,,,,,
14.0,male,9,1.68,61.69,3.0,4.0,8
14.0,male,9,1.78,53.98,3.0,3.0,7
14.0,male,9,1.73,67.13,0.0,0.0,7
15.0,male,9,1.75,64.86,6.0,7.0,8
14.0,male,9,1.8,72.58,7.0,4.0,6
14.0,male,9,1.68,52.16,2.0,4.0,7
15.0,female,9,1.55,45.36,5.0,7.0,7
15.0,female,10,1.65,61.69,2.0,0.0,6
14.0,female,9,1.57,49.9,7.0,7.0,6
14.0,female,9,,,7.0,7.0,9
14.0,female,9,1.63,69.4,7.0,5.0,8
14.0,female,9,1.6,54.43,7.0,6.0,
14.0,female,9,,,2.0,1.0,8
15.0,female,9,1.6,54.43,5.0,5.0,9
14.0,female,9,,,2.0,0.0,6
14.0,female,9,1.63,59.88,1.0,1.0,6
14.0,female,9,1.57,68.04,5.0,1.0,7
14.0,female,9,1.63,60.78,3.0,1.0,8
14.0,female,9,1.6,52.16,5.0,2.0,6
18.0,female,11,1.65,49.9,1.0,0.0,5
18.0,female,12,1.57,54.43,2.0,0.0,5
17.0,female,12,1.8,78.02,7.0,0.0,7
18.0,female,11,1.55,40.82,0.0,0.0,7
18.0,female,12,1.7,83.92,1.0,1.0,6
18.0,female,11,1.6,52.62,7.0,6.0,7
18.0,female,12,1.75,128.37,6.0,4.0,<5
18.0,female,12,1.75,70.76,2.0,2.0,7
18.0,female,11,1.57,70.31,7.0,7.0,5
18.0,female,12,1.7,72.58,0.0,2.0,5
18.0,female,12,1.63,83.92,1.0,0.0,6
17.0,female,11,1.7,52.62,0.0,0.0,10+
18.0,female,12,1.6,63.05,3.0,3.0,8
18.0,male,12,1.73,61.24,7.0,3.0,6
18.0,male,11,1.8,66.23,3.0,2.0,6
18.0,male,11,1.75,68.95,2.0,1.0,<5
15.0,male,11,1.63,100.7,1.0,1.0,6
18.0,male,12,1.83,95.26,7.0,7.0,6
18.0,male,12,1.78,56.7,1.0,0.0,<5
18.0,female,12,1.6,56.7,2.0,3.0,7
18.0,female,12,1.63,51.26,3.0,5.0,7
18.0,female,12,1.63,74.39,0.0,2.0,9
18.0,female,12,,,7.0,7.0,10+
18.0,female,12,1.52,48.99,5.0,0.0,<5
18.0,female,12,1.63,79.38,7.0,7.0,5
18.0,female,12,1.55,58.97,2.0,0.0,5
18.0,male,12,1.7,90.72,7.0,0.0,5
18.0,male,12,1.8,83.92,1.0,1.0,7
18.0,male,12,1.7,69.85,5.0,0.0,5
18.0,male,11,1.73,74.84,3.0,0.0,7
18.0,male,12,1.68,63.5,1.0,0.0,7
18.0,male,12,1.88,78.02,4.0,0.0,8
18.0,male,12,1.8,52.16,0.0,2.0,6
18.0,male,12,1.65,54.43,7.0,7.0,6
18.0,male,12,1.68,90.72,2.0,0.0,6
18.0,male,11,1.83,92.99,7.0,7.0,9
18.0,male,12,1.65,61.24,0.0,0.0,7
18.0,male,12,1.83,68.04,4.0,5.0,6
18.0,male,11,1.73,65.77,4.0,4.0,7
18.0,male,12,1.7,85.28,3.0,1.0,<5
18.0,female,12,1.52,58.97,2.0,2.0,6
18.0,female,12,1.75,77.11,0.0,0.0,6
17.0,female,12,1.7,62.14,4.0,2.0,6
18.0,female,12,1.63,110.68,3.0,0.0,6
18.0,male,12,1.68,56.7,5.0,3.0,6
18.0,male,12,1.8,65.77,4.0,2.0,7
18.0,male,11,1.78,94.8,2.0,2.0,8
18.0,male,12,1.8,68.04,5.0,6.0,8
18.0,male,12,1.93,83.92,1.0,2.0,7
18.0,male,12,1.73,86.18,5.0,5.0,5
18.0,male,12,,,,,
18.0,male,12,1.78,54.43,1.0,0.0,<5
17.0,male,11,1.73,68.04,7.0,2.0,6
18.0,male,11,1.7,67.13,0.0,0.0,<5
18.0,male,11,1.78,90.72,,,
18.0,male,12,1.8,64.86,5.0,3.0,<5
18.0,male,12,1.73,68.95,3.0,0.0,5
17.0,female,11,1.68,72.58,0.0,0.0,5
18.0,female,12,1.7,56.7,0.0,0.0,10+
18.0,female,11,1.57,63.5,0.0,2.0,<5
18.0,female,other,1.65,53.98,2.0,2.0,6
18.0,female,11,1.63,52.16,4.0,4.0,7
18.0,female,12,1.57,56.7,0.0,0.0,<5
18.0,female,other,1.68,56.7,3.0,2.0,<5
18.0,male,11,1.65,58.97,1.0,2.0,7
17.0,male,11,1.68,74.84,1.0,2.0,7
18.0,male,11,1.75,77.11,2.0,4.0,7
18.0,male,11,1.7,61.24,4.0,3.0,7
18.0,male,12,1.93,73.48,7.0,7.0,<5
18.0,male,11,1.8,56.7,2.0,2.0,8
18.0,male,11,1.7,65.77,2.0,5.0,6
18.0,male,other,1.83,72.58,1.0,1.0,6
18.0,female,12,1.65,74.39,0.0,0.0,6
18.0,female,12,,,2.0,1.0,8
18.0,female,12,1.68,71.22,2.0,0.0,7
18.0,female,12,1.68,61.24,7.0,4.0,<5
18.0,female,11,1.63,74.39,3.0,0.0,8
18.0,female,11,1.65,79.38,0.0,1.0,5
17.0,female,11,1.65,50.35,0.0,0.0,5
18.0,female,11,1.6,73.03,0.0,0.0,6
17.0,female,11,1.73,80.29,0.0,0.0,6
17.0,male,11,1.68,72.58,4.0,3.0,6
18.0,male,12,1.6,52.16,4.0,0.0,7
18.0,male,12,1.73,54.43,4.0,0.0,6
18.0,male,12,1.8,66.68,7.0,3.0,8
17.0,male,12,1.7,97.52,7.0,2.0,7
17.0,male,11,1.78,92.99,2.0,1.0,6
18.0,male,12,1.7,68.04,1.0,0.0,6
18.0,male,11,1.75,111.59,1.0,0.0,5
18.0,male,11,1.7,57.15,5.0,5.0,5
17.0,male,11,1.83,88.45,7.0,7.0,6
17.0,male,11,1.83,65.77,6.0,3.0,5
18.0,male,12,1.78,54.43,0.0,0.0,<5
17.0,male,11,1.68,63.5,2.0,7.0,6
17.0,female,11,1.5,80.74,5.0,4.0,5
12.0,female,other,1.7,70.31,0.0,7.0,<5
17.0,female,11,,,7.0,0.0,5
,female,12,,,2.0,0.0,7
18.0,female,12,1.55,47.17,7.0,7.0,<5
18.0,female,12,1.6,49.9,0.0,1.0,9
18.0,female,11,,,1.0,0.0,5
18.0,female,12,1.73,57.15,0.0,0.0,5
18.0,female,12,1.73,69.85,0.0,0.0,8
18.0,male,12,1.73,80.74,7.0,7.0,6
17.0,male,other,1.78,56.7,5.0,3.0,8
18.0,male,12,1.8,65.77,7.0,7.0,7
18.0,male,12,1.73,66.68,7.0,4.0,8
18.0,male,10,1.73,87.09,2.0,1.0,6
18.0,male,12,1.78,68.04,2.0,1.0,5
18.0,male,12,1.65,65.77,7.0,1.0,5
18.0,male,12,1.75,74.84,7.0,5.0,7
18.0,male,12,1.8,72.58,0.0,2.0,5
18.0,male,12,1.83,68.04,2.0,7.0,5
18.0,male,11,1.68,70.31,3.0,3.0,8
18.0,male,12,1.85,74.39,7.0,0.0,5
17.0,male,12,1.8,54.43,7.0,0.0,8
18.0,male,11,1.7,56.7,5.0,3.0,7
18.0,male,12,1.75,74.84,6.0,0.0,7
18.0,female,12,1.57,73.03,2.0,2.0,6
14.0,female,9,1.6,52.16,2.0,2.0,
15.0,male,9,1.8,87.54,5.0,0.0,7
14.0,female,9,1.73,68.04,2.0,0.0,<5
14.0,female,9,1.63,58.97,0.0,1.0,8
17.0,female,11,1.65,102.06,1.0,3.0,5
15.0,female,9,1.73,58.97,2.0,0.0,6
15.0,female,9,1.57,64.41,2.0,3.0,5
15.0,female,9,1.68,61.24,6.0,6.0,8
17.0,female,11,1.65,80.74,3.0,0.0,<5
17.0,female,12,1.63,90.72,2.0,2.0,8
16.0,female,10,1.63,50.8,5.0,0.0,8
16.0,female,11,1.6,77.11,1.0,0.0,8
16.0,female,10,1.68,52.16,5.0,0.0,7
18.0,female,12,1.65,62.14,3.0,3.0,6
15.0,male,10,1.9,81.65,7.0,3.0,8
16.0,male,10,1.73,67.13,3.0,2.0,7
17.0,male,12,1.78,81.65,3.0,3.0,8
18.0,male,12,1.8,72.58,6.0,5.0,7
18.0,male,12,1.75,66.23,2.0,6.0,7
18.0,male,12,1.78,68.95,7.0,7.0,10+
18.0,male,12,1.78,68.04,4.0,3.0,7
16.0,male,10,1.73,61.24,7.0,0.0,8
17.0,male,11,1.73,65.77,7.0,7.0,7
15.0,male,9,1.75,82.56,7.0,4.0,7
16.0,male,10,1.68,65.77,4.0,2.0,7
16.0,male,10,1.73,74.84,0.0,0.0,8
15.0,male,10,1.65,49.9,0.0,1.0,8
18.0,male,12,1.73,70.31,5.0,5.0,5
17.0,male,12,1.8,72.58,6.0,4.0,7
17.0,male,12,1.68,68.95,7.0,4.0,7
17.0,male,12,1.85,81.65,3.0,3.0,8
17.0,male,12,1.75,60.33,5.0,5.0,6
17.0,male,12,1.75,69.4,7.0,7.0,8
18.0,male,12,1.93,108.86,6.0,1.0,7
17.0,male,12,1.8,75.75,4.0,4.0,7
17.0,male,12,1.83,74.84,0.0,0.0,<5
18.0,male,12,1.83,106.6,6.0,5.0,8
18.0,female,12,1.63,65.77,4.0,4.0,8
18.0,female,12,1.65,54.43,4.0,0.0,<5
17.0,female,12,1.7,78.47,2.0,0.0,6
17.0,female,12,1.68,73.48,7.0,7.0,8
18.0,female,12,1.5,49.9,5.0,5.0,9
17.0,female,12,1.57,54.43,0.0,0.0,7
18.0,female,12,1.63,59.88,7.0,7.0,7
18.0,female,12,1.57,52.16,6.0,4.0,9
18.0,female,12,1.57,68.04,6.0,5.0,8
17.0,female,12,1.57,48.54,0.0,0.0,7
14.0,female,9,1.5,34.02,0.0,0.0,7
15.0,female,9,1.68,88.91,1.0,0.0,5
15.0,female,9,1.65,56.7,5.0,5.0,5
15.0,female,9,1.68,63.5,7.0,7.0,6
14.0,female,9,1.68,58.97,0.0,7.0,7
15.0,female,9,1.7,54.43,3.0,1.0,6
14.0,female,9,1.55,48.08,7.0,5.0,<5
15.0,female,9,1.65,54.43,2.0,1.0,5
14.0,female,9,1.52,49.9,7.0,5.0,5
15.0,female,9,1.7,57.61,2.0,2.0,7
14.0,male,9,1.78,58.97,7.0,7.0,6
15.0,male,9,1.7,61.24,0.0,0.0,6
14.0,male,9,1.73,53.52,7.0,7.0,7
15.0,male,9,1.65,49.9,3.0,2.0,7
15.0,male,9,1.78,74.84,5.0,6.0,7
16.0,male,9,1.83,95.26,5.0,0.0,7
15.0,male,9,1.78,62.6,2.0,4.0,<5
15.0,male,9,1.88,72.58,5.0,4.0,7
15.0,male,9,1.93,68.04,3.0,3.0,9
14.0,male,9,1.75,60.33,3.0,3.0,9
15.0,male,9,1.68,56.7,5.0,5.0,7
15.0,male,9,1.75,59.88,7.0,5.0,8
15.0,male,9,1.78,61.24,4.0,1.0,7
15.0,male,9,1.83,68.04,7.0,3.0,8
16.0,male,10,1.83,80.29,7.0,4.0,8
16.0,male,10,1.75,69.85,7.0,7.0,6
15.0,male,10,1.83,95.26,0.0,2.0,6
16.0,male,10,1.8,65.77,7.0,7.0,7
16.0,male,10,1.75,89.81,0.0,1.0,6
16.0,male,10,1.75,56.25,6.0,0.0,6
16.0,male,10,1.98,123.83,0.0,0.0,<5
16.0,male,10,,,7.0,3.0,8
16.0,male,10,1.83,65.77,4.0,1.0,7
15.0,male,10,,,7.0,4.0,8
16.0,male,10,1.7,49.44,7.0,7.0,9
16.0,male,10,1.73,72.58,7.0,7.0,8
16.0,female,10,1.65,58.97,7.0,7.0,7
16.0,female,10,1.68,58.51,5.0,5.0,6
16.0,female,10,1.7,62.6,5.0,5.0,8
15.0,female,10,1.57,69.4,2.0,1.0,<5
16.0,female,10,1.68,58.06,7.0,7.0,8
15.0,female,10,1.68,61.24,0.0,0.0,<5
16.0,female,10,1.68,50.8,1.0,3.0,6
15.0,female,10,1.73,61.24,7.0,7.0,7
16.0,male,11,1.65,59.88,2.0,2.0,8
17.0,male,11,1.85,79.83,1.0,0.0,6
17.0,male,11,1.85,72.58,0.0,0.0,6
17.0,male,11,1.75,80.29,6.0,5.0,6
16.0,male,11,1.85,110.22,3.0,3.0,5
17.0,male,11,1.8,67.59,2.0,2.0,6
17.0,male,11,1.83,63.5,1.0,3.0,7
16.0,male,11,1.88,87.54,7.0,7.0,8
17.0,male,11,1.75,65.77,7.0,6.0,8
16.0,male,11,1.8,72.58,5.0,5.0,8
17.0,male,11,1.75,122.47,0.0,0.0,5
17.0,male,11,1.73,62.6,2.0,0.0,7
,male,,,,5.0,5.0,9
16.0,female,11,1.63,54.43,7.0,4.0,6
17.0,female,11,1.63,58.97,7.0,7.0,8
16.0,female,11,,,0.0,0.0,<5
17.0,female,11,1.6,58.97,5.0,4.0,7
17.0,female,11,1.57,52.16,0.0,0.0,7
17.0,female,11,1.7,58.97,7.0,1.0,8
16.0,female,11,1.68,54.43,7.0,6.0,7
17.0,female,11,1.78,70.31,0.0,0.0,7
17.0,female,11,1.73,53.98,0.0,0.0,7
17.0,female,11,1.52,58.97,7.0,4.0,8
15.0,female,10,1.65,48.54,7.0,5.0,6
16.0,female,10,1.52,55.79,4.0,2.0,<5
15.0,female,10,1.57,52.16,1.0,1.0,7
15.0,female,10,1.7,47.63,0.0,5.0,9
15.0,female,10,1.55,56.7,0.0,2.0,7
16.0,female,10,1.6,56.7,0.0,3.0,6
16.0,female,10,1.55,43.55,0.0,2.0,5
16.0,female,10,1.63,61.24,2.0,0.0,7
17.0,female,10,,,0.0,0.0,<5
16.0,male,10,1.63,65.77,4.0,5.0,7
16.0,male,10,1.75,49.9,2.0,2.0,<5
16.0,male,10,1.55,74.84,0.0,0.0,7
16.0,male,10,1.78,58.97,3.0,2.0,8
15.0,male,10,,,0.0,5.0,7
16.0,male,10,1.73,58.97,2.0,2.0,6
17.0,male,10,1.83,74.84,7.0,7.0,9
17.0,male,12,1.75,86.18,0.0,2.0,5
18.0,female,12,1.65,68.95,7.0,7.0,<5
18.0,male,12,1.73,70.31,0.0,0.0,<5
17.0,male,12,1.73,65.32,3.0,0.0,8
17.0,female,12,1.6,54.43,2.0,3.0,8
17.0,female,12,1.7,97.52,5.0,5.0,6
18.0,female,12,1.57,58.97,7.0,7.0,6
17.0,male,12,1.75,83.92,3.0,0.0,5
17.0,male,12,1.83,81.65,7.0,5.0,7
17.0,female,12,1.6,89.36,0.0,2.0,7
18.0,male,12,1.75,65.77,7.0,7.0,6
18.0,male,12,1.78,72.58,2.0,1.0,<5
17.0,male,12,1.68,70.31,3.0,5.0,6
17.0,female,12,1.63,54.43,1.0,7.0,6
17.0,female,12,1.63,70.31,4.0,0.0,7
17.0,female,12,1.7,63.5,0.0,0.0,5
17.0,female,12,1.73,70.76,6.0,6.0,10+
18.0,female,12,1.73,63.5,3.0,3.0,6
18.0,female,,1.65,53.52,2.0,4.0,5
17.0,female,12,1.57,58.97,2.0,0.0,8
17.0,female,12,1.57,50.8,4.0,4.0,9
18.0,male,12,1.7,98.43,7.0,3.0,<5
15.0,female,9,1.6,46.72,7.0,1.0,5
14.0,female,9,1.63,46.72,0.0,3.0,8
15.0,male,9,1.75,65.77,7.0,4.0,7
15.0,male,9,1.83,61.24,7.0,1.0,
15.0,male,9,1.75,60.78,3.0,2.0,8
15.0,male,9,1.68,47.63,7.0,7.0,9
15.0,male,9,1.75,79.38,4.0,2.0,<5
14.0,male,9,1.85,101.15,5.0,1.0,7
15.0,male,9,1.75,58.97,7.0,2.0,<5
14.0,male,9,1.65,56.7,7.0,7.0,7
14.0,male,9,1.75,61.24,7.0,4.0,8
14.0,female,9,1.52,40.37,5.0,5.0,
15.0,female,9,1.6,51.26,2.0,0.0,7
14.0,female,9,1.63,68.04,6.0,2.0,7
14.0,female,9,1.6,36.74,4.0,0.0,7
15.0,female,9,,,0.0,0.0,7
15.0,female,9,1.57,40.82,6.0,2.0,8
15.0,female,9,1.65,48.08,2.0,0.0,8
15.0,female,9,1.68,46.72,3.0,3.0,7
15.0,female,9,1.65,52.62,3.0,3.0,8
14.0,female,9,1.57,42.18,7.0,0.0,8
18.0,female,11,1.6,68.04,2.0,0.0,5
16.0,female,11,1.65,62.6,4.0,0.0,<5
16.0,female,11,1.6,61.24,0.0,0.0,<5
18.0,male,11,1.68,77.11,7.0,1.0,7
17.0,male,11,1.93,79.38,4.0,0.0,7
17.0,male,11,1.85,64.41,4.0,4.0,8
17.0,male,11,1.75,52.16,3.0,3.0,7
17.0,male,11,1.83,84.37,7.0,5.0,8
16.0,male,11,1.78,68.04,7.0,0.0,7
18.0,male,11,1.8,74.84,5.0,5.0,6
17.0,male,11,1.73,70.31,7.0,3.0,7
17.0,male,11,1.6,54.43,7.0,7.0,10+
17.0,male,11,1.9,75.75,0.0,3.0,6
16.0,male,11,1.83,87.09,7.0,0.0,6
16.0,male,11,1.85,74.84,7.0,7.0,6
16.0,male,11,1.7,64.41,3.0,1.0,8
16.0,female,11,1.57,65.77,1.0,0.0,7
16.0,female,11,1.57,47.63,5.0,0.0,5
16.0,female,11,1.7,70.31,3.0,3.0,7
17.0,female,11,,,2.0,0.0,7
16.0,female,11,1.5,46.27,0.0,0.0,5
16.0,female,11,1.6,57.61,0.0,4.0,6
17.0,female,11,1.63,60.33,7.0,6.0,5
17.0,female,11,1.57,52.62,7.0,7.0,9
16.0,female,11,,,4.0,1.0,7
17.0,male,12,1.8,61.24,5.0,4.0,7
17.0,male,12,,,7.0,6.0,10+
17.0,male,12,1.8,58.97,0.0,0.0,6
18.0,male,12,1.8,72.58,5.0,5.0,6
18.0,male,12,1.73,77.11,7.0,7.0,5
18.0,male,12,1.75,72.58,7.0,7.0,6
17.0,male,12,1.78,56.7,0.0,5.0,6
18.0,male,12,1.73,74.84,3.0,0.0,5
18.0,male,12,1.88,88.45,4.0,2.0,5
18.0,male,12,1.83,61.24,4.0,2.0,8
18.0,male,12,1.73,72.58,5.0,5.0,7
18.0,male,12,1.73,70.76,0.0,0.0,9
17.0,male,12,1.68,72.58,7.0,7.0,10+
,female,,,,2.0,1.0,<5
18.0,female,12,1.6,52.16,0.0,0.0,5
18.0,female,12,1.63,64.41,0.0,0.0,5
16.0,female,11,1.57,52.16,0.0,0.0,8
17.0,female,12,1.63,54.43,6.0,6.0,6
18.0,female,12,1.57,52.62,3.0,0.0,6
18.0,female,12,1.73,56.7,0.0,0.0,7
18.0,female,12,1.6,47.63,7.0,4.0,6
18.0,female,12,1.57,56.7,7.0,3.0,7
18.0,female,12,1.65,66.68,0.0,0.0,8
17.0,male,11,1.83,83.01,4.0,5.0,6
17.0,male,11,1.93,85.28,7.0,7.0,6
18.0,male,11,1.78,62.14,6.0,7.0,7
17.0,male,11,1.7,64.86,2.0,2.0,6
16.0,male,11,1.7,55.79,1.0,0.0,7
17.0,male,11,1.78,64.86,5.0,3.0,8
17.0,male,11,1.83,61.24,1.0,0.0,<5
17.0,female,11,1.63,52.16,7.0,4.0,7
16.0,female,11,1.7,49.9,3.0,5.0,6
16.0,female,11,1.65,60.33,0.0,0.0,5
16.0,female,11,1.55,46.27,3.0,3.0,6
17.0,female,11,1.6,54.43,4.0,4.0,6
16.0,female,11,1.6,56.7,0.0,0.0,6
15.0,female,10,1.57,88.45,0.0,0.0,8
15.0,female,10,1.63,58.97,3.0,3.0,<5
16.0,female,11,1.68,65.77,5.0,5.0,7
16.0,female,11,1.63,83.92,3.0,0.0,8
15.0,male,9,1.68,58.06,7.0,7.0,8
15.0,female,9,1.73,106.14,0.0,0.0,5
15.0,female,9,1.65,65.77,0.0,0.0,7
14.0,female,9,1.65,126.55,4.0,2.0,7
15.0,female,9,1.6,50.35,6.0,2.0,7
15.0,female,9,1.57,41.73,2.0,0.0,5
14.0,female,9,1.65,52.16,7.0,0.0,5
15.0,female,9,1.65,54.89,6.0,6.0,7
14.0,female,9,1.63,56.7,7.0,7.0,8
15.0,female,9,,,1.0,2.0,8
15.0,female,9,1.68,87.09,2.0,1.0,5
15.0,female,9,1.6,49.9,7.0,7.0,8
15.0,female,9,1.63,54.43,6.0,6.0,<5
14.0,female,9,1.57,71.22,3.0,0.0,7
14.0,male,9,1.63,54.89,5.0,5.0,9
15.0,male,10,1.9,65.77,7.0,7.0,7
14.0,male,9,1.7,65.77,7.0,7.0,6
14.0,male,9,1.57,52.62,4.0,6.0,10+
14.0,male,9,1.78,56.7,5.0,6.0,8
15.0,male,9,1.65,59.88,3.0,3.0,7
14.0,male,9,1.68,85.28,6.0,3.0,<5
14.0,male,9,1.8,63.5,7.0,4.0,5
15.0,male,9,1.73,78.93,7.0,7.0,8
16.0,male,10,1.63,48.54,5.0,3.0,7
15.0,male,10,1.68,61.24,5.0,3.0,5
16.0,male,10,1.7,58.97,7.0,3.0,9
17.0,male,10,1.83,89.81,5.0,5.0,7
15.0,male,10,1.6,77.11,0.0,0.0,8
16.0,male,10,1.63,56.7,4.0,6.0,9
16.0,male,10,1.73,69.4,2.0,7.0,6
17.0,male,11,1.7,76.2,1.0,1.0,5
18.0,male,12,1.75,72.58,7.0,7.0,5
16.0,male,10,,,4.0,0.0,6
15.0,female,9,1.52,52.16,4.0,3.0,6
16.0,female,10,1.68,66.68,5.0,1.0,7
15.0,female,10,1.8,65.77,4.0,4.0,7
16.0,female,10,1.6,68.04,3.0,3.0,6
